"","album","source","target","top.x","top.y","both_top","one_top"
"31","Lil Uzi Vert Vs. The World","CuBeatz","DJ Don Cannon",0,0,0,0
"32","Lil Uzi Vert Vs. The World","CuBeatz","Lyle Leduff",0,0,0,0
"33","Lil Uzi Vert Vs. The World","DJ Don Cannon","Lyle Leduff",0,0,0,0
"34","Mr. Blue Benjamin","Gucci Mane","Juicy J",0,0,0,0
"35","When It's Dark Out","Bebe Rexha","Big Sean",0,0,0,0
"36","When It's Dark Out","Bebe Rexha","Chris Brown",0,0,0,0
"37","When It's Dark Out","Big Sean","Chris Brown",0,0,0,0
"38","Sremmlife 2","BoBo Swae","Gucci Mane",0,0,0,0
"39","Sremmlife 2","BoBo Swae","Juicy J",0,0,0,0
"40","Sremmlife 2","Gucci Mane","Juicy J",0,0,0,0
"41","FREE 6LACK","BANKS","T-Pain",0,0,0,0
"42","Everybody Looking","Drake","Kanye West",1,0,0,1
"43","Everybody Looking","Drake","Kanye West",1,0,0,1
"44","Everybody Looking","Drake","Kanye West",1,0,0,1
"45","Everybody Looking","Drake","Kanye West",1,0,0,1
"46","Everybody Looking","Drake","Kanye West",1,0,0,1
"47","Everybody Looking","Drake","Kanye West",1,0,0,1
"48","Everybody Looking","Drake","Young Thug",1,0,0,1
"49","Everybody Looking","Drake","Young Thug",1,0,0,1
"50","Everybody Looking","Drake","Young Thug",1,0,0,1
"51","Everybody Looking","Drake","Young Thug",1,0,0,1
"52","Everybody Looking","Drake","Young Thug",1,0,0,1
"53","Everybody Looking","Drake","Young Thug",1,0,0,1
"54","Everybody Looking","Kanye West","Young Thug",0,0,0,0
"55","The Misfit Generation (EP)","Aha Gazelle","Chris Batson",0,0,0,0
"56","DC4","21 Savage","Desiigner",0,0,0,0
"57","DC4","21 Savage","Don Q",0,0,0,0
"58","DC4","Desiigner","Don Q",0,0,0,0
"59","JEFFERY","Young Thug","Young Thug &amp; Travis Scott",0,0,0,0
"60","2014 Forest Hills Drive","J. Cole","!llmind",1,0,0,1
"61","2014 Forest Hills Drive","J. Cole","!llmind",1,0,0,1
"62","2014 Forest Hills Drive","J. Cole","Phonix Beats",1,0,0,1
"63","2014 Forest Hills Drive","J. Cole","Phonix Beats",1,0,0,1
"64","2014 Forest Hills Drive","!llmind","Phonix Beats",0,0,0,0
"65","The Art Of Hustle","2 Chainz","Future",0,1,0,1
"66","3001: A Laced Odyssey","Anthony Flammia","DIA",0,0,0,0
"67","The Perfect LUV Tape","Future","Offset",1,0,0,1
"68","The Perfect LUV Tape","Future","Playboi Carti",1,0,0,1
"69","The Perfect LUV Tape","Offset","Playboi Carti",0,0,0,0
"70","Islah","Jamie Foxx","Trey Songz",0,0,0,0
"71","Islah","Jamie Foxx","Ty Dolla $ign",0,0,0,0
"72","Islah","Trey Songz","Ty Dolla $ign",0,0,0,0
"73","If You're Reading This It's Too Late","Lil Wayne","PARTYNEXTDOOR",0,0,0,0
"74","If You're Reading This It's Too Late","Lil Wayne","Travis Scott",0,1,0,1
"75","If You're Reading This It's Too Late","PARTYNEXTDOOR","Travis Scott",0,1,0,1
"76","Campaign","24hrs","Future",0,1,0,1
"77","The Life Of Pablo","Chance the Rapper","Chris Brown",0,0,0,0
"78","The Life Of Pablo","Chance the Rapper","Desiigner",0,0,0,0
"79","The Life Of Pablo","Chris Brown","Desiigner",0,0,0,0
"80","Big Baby D.R.A.M.","Erykah Badu","Lil Yachty",0,0,0,0
"81","Big Baby D.R.A.M.","Erykah Badu","Young Thug",0,0,0,0
"82","Big Baby D.R.A.M.","Lil Yachty","Young Thug",0,0,0,0
"83","Black Market","CeeLo Green","Chris Brown",0,0,0,0
"84","Quality Street Music 2","August Alsina","Chris Brown",0,0,0,0
"85","The Storm","Ces Cru","Darrein Safron",0,0,0,0
"86","The Storm","Ces Cru","JL of B. Hood",0,0,0,0
"87","The Storm","Darrein Safron","JL of B. Hood",0,0,0,0
"88","The Divine Feminine","Anderson .Paak","Ariana Grande",0,0,0,0
"89","The Divine Feminine","Anderson .Paak","Bilal",0,0,0,0
"90","The Divine Feminine","Ariana Grande","Bilal",0,0,0,0
"91","Dreams Worth More Than Money","August Alsina","Chris Brown",0,0,0,0
"92","Dreams Worth More Than Money","August Alsina","Drake",0,1,0,1
"93","Dreams Worth More Than Money","August Alsina","Drake",0,1,0,1
"94","Dreams Worth More Than Money","August Alsina","Drake",0,1,0,1
"95","Dreams Worth More Than Money","August Alsina","Drake",0,1,0,1
"96","Dreams Worth More Than Money","August Alsina","Drake",0,1,0,1
"97","Dreams Worth More Than Money","August Alsina","Drake",0,1,0,1
"98","Dreams Worth More Than Money","Chris Brown","Drake",0,1,0,1
"99","Dreams Worth More Than Money","Chris Brown","Drake",0,1,0,1
"100","Dreams Worth More Than Money","Chris Brown","Drake",0,1,0,1
"101","Dreams Worth More Than Money","Chris Brown","Drake",0,1,0,1
"102","Dreams Worth More Than Money","Chris Brown","Drake",0,1,0,1
"103","Dreams Worth More Than Money","Chris Brown","Drake",0,1,0,1
"104","Views","\u200bdvsn","Future",0,1,0,1
"105","Views","\u200bdvsn","Kyla",0,0,0,0
"106","Views","Future","Kyla",1,0,0,1
"107","and the ANONYMOUS NOBODY","2 Chainz","Damon Albarn",0,0,0,0
"108","SremmLife","Big Sean","Nicki Minaj",0,1,0,1
"109","SremmLife","Big Sean","Nicki Minaj",0,1,0,1
"110","The Waiting Room","India Shawn","Dimitri McDowell",0,0,0,0
"111","The Waiting Room","Taylor Hill","Dimitri McDowell",0,0,0,0
"112","The Waiting Room","Taylor Hill","India Shawn",0,0,0,0
"113","Birds In The Trap Sing McKnight","Young Thug &amp; Travis Scott","Travis Scott",1,0,0,1
"114","Stoney","Justin Bieber","2 Chainz",0,0,0,0
"115","Stoney","Kehlani","2 Chainz",0,0,0,0
"116","Stoney","Kehlani","Justin Bieber",0,0,0,0
"117","Major Key","August Alsina","2 Chainz",0,0,0,0
"118","Major Key","Betty Wright","2 Chainz",0,0,0,0
"119","Major Key","Betty Wright","August Alsina",0,0,0,0
"120","Rich Crack Baby","2 Chainz","21 Savage",0,0,0,0
"121","Black America Again","BJ the Chicago Kid","Bilal",0,0,0,0
"122","Go","JL of B. Hood","Ces Cru",0,0,0,0
"123","Rodeo","Chief Keef","2 Chainz",0,0,0,0
"124","Rodeo","Future","2 Chainz",0,1,0,1
"125","Rodeo","Future","Chief Keef",0,1,0,1
"126","Therapy Session","Marty","Andreas Moss",0,0,0,0
"127","Trap Or Die 3","Chris Brown","Bankroll Fresh",0,0,0,0
"128","Trap Or Die 3","French Montana","Bankroll Fresh",0,0,0,0
"129","Trap Or Die 3","French Montana","Chris Brown",0,0,0,0
"130","To Pimp A Butterfly","Kendrick Lamar","Genius",0,0,0,0
"131","To Pimp A Butterfly","Screen Genius","Genius",0,0,0,0
"132","To Pimp A Butterfly","Screen Genius","Kendrick Lamar",0,0,0,0
"133","untitled unmastered.","Ali Shaheed Muhammad","Adrian Younge",0,0,0,0
"134","untitled unmastered.","Astronote","Adrian Younge",0,0,0,0
"135","untitled unmastered.","Astronote","Ali Shaheed Muhammad",0,0,0,0
"136","No Hard Feelings","T-Pain","Gucci Mane",0,0,0,0
"137","TWENTY88","Detail","Big Sean",0,0,0,0
"138","TWENTY88","Jhené Aiko","Big Sean",0,0,0,0
"139","TWENTY88","Jhené Aiko","Detail",0,0,0,0
"140","Lil Uzi Vert Vs. The World","DJ Don Cannon","CuBeatz",0,0,0,0
"141","Lil Uzi Vert Vs. The World","Lyle Leduff","CuBeatz",0,0,0,0
"142","Lil Uzi Vert Vs. The World","Lyle Leduff","DJ Don Cannon",0,0,0,0
"143","Mr. Blue Benjamin","Juicy J","Gucci Mane",0,0,0,0
"144","When It's Dark Out","Big Sean","Bebe Rexha",0,0,0,0
"145","When It's Dark Out","Chris Brown","Bebe Rexha",0,0,0,0
"146","When It's Dark Out","Chris Brown","Big Sean",0,0,0,0
"147","Sremmlife 2","Gucci Mane","BoBo Swae",0,0,0,0
"148","Sremmlife 2","Juicy J","BoBo Swae",0,0,0,0
"149","Sremmlife 2","Juicy J","Gucci Mane",0,0,0,0
"150","FREE 6LACK","T-Pain","BANKS",0,0,0,0
"151","Everybody Looking","Kanye West","Drake",1,0,0,1
"152","Everybody Looking","Kanye West","Drake",1,0,0,1
"153","Everybody Looking","Kanye West","Drake",1,0,0,1
"154","Everybody Looking","Kanye West","Drake",1,0,0,1
"155","Everybody Looking","Kanye West","Drake",1,0,0,1
"156","Everybody Looking","Kanye West","Drake",1,0,0,1
"157","Everybody Looking","Young Thug","Drake",1,0,0,1
"158","Everybody Looking","Young Thug","Drake",1,0,0,1
"159","Everybody Looking","Young Thug","Drake",1,0,0,1
"160","Everybody Looking","Young Thug","Drake",1,0,0,1
"161","Everybody Looking","Young Thug","Drake",1,0,0,1
"162","Everybody Looking","Young Thug","Drake",1,0,0,1
"163","Everybody Looking","Young Thug","Kanye West",0,0,0,0
"164","The Misfit Generation (EP)","Chris Batson","Aha Gazelle",0,0,0,0
"165","DC4","Desiigner","21 Savage",0,0,0,0
"166","DC4","Don Q","21 Savage",0,0,0,0
"167","DC4","Don Q","Desiigner",0,0,0,0
"168","JEFFERY","Young Thug &amp; Travis Scott","Young Thug",0,0,0,0
"169","2014 Forest Hills Drive","!llmind","J. Cole",1,0,0,1
"170","2014 Forest Hills Drive","!llmind","J. Cole",1,0,0,1
"171","2014 Forest Hills Drive","Phonix Beats","J. Cole",1,0,0,1
"172","2014 Forest Hills Drive","Phonix Beats","J. Cole",1,0,0,1
"173","2014 Forest Hills Drive","Phonix Beats","!llmind",0,0,0,0
"174","The Art Of Hustle","Future","2 Chainz",0,1,0,1
"175","3001: A Laced Odyssey","DIA","Anthony Flammia",0,0,0,0
"176","The Perfect LUV Tape","Offset","Future",1,0,0,1
"177","The Perfect LUV Tape","Playboi Carti","Future",1,0,0,1
"178","The Perfect LUV Tape","Playboi Carti","Offset",0,0,0,0
"179","Islah","Trey Songz","Jamie Foxx",0,0,0,0
"180","Islah","Ty Dolla $ign","Jamie Foxx",0,0,0,0
"181","Islah","Ty Dolla $ign","Trey Songz",0,0,0,0
"182","If You're Reading This It's Too Late","PARTYNEXTDOOR","Lil Wayne",0,0,0,0
"183","If You're Reading This It's Too Late","Travis Scott","Lil Wayne",0,1,0,1
"184","If You're Reading This It's Too Late","Travis Scott","PARTYNEXTDOOR",0,1,0,1
"185","Campaign","Future","24hrs",0,1,0,1
"186","The Life Of Pablo","Chris Brown","Chance the Rapper",0,0,0,0
"187","The Life Of Pablo","Desiigner","Chance the Rapper",0,0,0,0
"188","The Life Of Pablo","Desiigner","Chris Brown",0,0,0,0
"189","Big Baby D.R.A.M.","Lil Yachty","Erykah Badu",0,0,0,0
"190","Big Baby D.R.A.M.","Young Thug","Erykah Badu",0,0,0,0
"191","Big Baby D.R.A.M.","Young Thug","Lil Yachty",0,0,0,0
"192","Black Market","Chris Brown","CeeLo Green",0,0,0,0
"193","Quality Street Music 2","Chris Brown","August Alsina",0,0,0,0
"194","The Storm","Darrein Safron","Ces Cru",0,0,0,0
"195","The Storm","JL of B. Hood","Ces Cru",0,0,0,0
"196","The Storm","JL of B. Hood","Darrein Safron",0,0,0,0
"197","The Divine Feminine","Ariana Grande","Anderson .Paak",0,0,0,0
"198","The Divine Feminine","Bilal","Anderson .Paak",0,0,0,0
"199","The Divine Feminine","Bilal","Ariana Grande",0,0,0,0
"200","Dreams Worth More Than Money","Chris Brown","August Alsina",0,0,0,0
"201","Dreams Worth More Than Money","Drake","August Alsina",0,1,0,1
"202","Dreams Worth More Than Money","Drake","August Alsina",0,1,0,1
"203","Dreams Worth More Than Money","Drake","August Alsina",0,1,0,1
"204","Dreams Worth More Than Money","Drake","August Alsina",0,1,0,1
"205","Dreams Worth More Than Money","Drake","August Alsina",0,1,0,1
"206","Dreams Worth More Than Money","Drake","August Alsina",0,1,0,1
"207","Dreams Worth More Than Money","Drake","Chris Brown",0,1,0,1
"208","Dreams Worth More Than Money","Drake","Chris Brown",0,1,0,1
"209","Dreams Worth More Than Money","Drake","Chris Brown",0,1,0,1
"210","Dreams Worth More Than Money","Drake","Chris Brown",0,1,0,1
"211","Dreams Worth More Than Money","Drake","Chris Brown",0,1,0,1
"212","Dreams Worth More Than Money","Drake","Chris Brown",0,1,0,1
"213","Views","Future","\u200bdvsn",0,1,0,1
"214","Views","Kyla","\u200bdvsn",0,0,0,0
"215","Views","Kyla","Future",1,0,0,1
"216","and the ANONYMOUS NOBODY","Damon Albarn","2 Chainz",0,0,0,0
"217","SremmLife","Nicki Minaj","Big Sean",0,1,0,1
"218","SremmLife","Nicki Minaj","Big Sean",0,1,0,1
