"","album","source","target","top.x","top.y","both_top","one_top"
"30","Lil Pump","Chief Keef","Gucci Mane",0,0,0,0
"31","FUTURE","Drake","Kendrick Lamar",1,1,1,1
"32","FUTURE","Drake","Kendrick Lamar",1,1,1,1
"33","No Dope On Sundays","2 Chainz","BJ the Chicago Kid",0,0,0,0
"34","To Pimp A Butterfly","Genius","Kendrick Lamar",0,1,0,1
"35","To Pimp A Butterfly","Genius","Kendrick Lamar",0,1,0,1
"36","To Pimp A Butterfly","Genius","Screen Genius",0,0,0,0
"37","To Pimp A Butterfly","Kendrick Lamar","Screen Genius",1,0,0,1
"38","To Pimp A Butterfly","Kendrick Lamar","Screen Genius",1,0,0,1
"39","untitled unmastered.","Adrian Younge","Ali Shaheed Muhammad",0,0,0,0
"40","untitled unmastered.","Adrian Younge","Astronote",0,0,0,0
"41","untitled unmastered.","Ali Shaheed Muhammad","Astronote",0,0,0,0
"42","Catch These Vibes","24hrs","Juicy J",0,0,0,0
"43","Lil Uzi Vert Vs. The World","CuBeatz","DJ Don Cannon",0,0,0,0
"44","Lil Uzi Vert Vs. The World","CuBeatz","Lyle Leduff",0,0,0,0
"45","Lil Uzi Vert Vs. The World","DJ Don Cannon","Lyle Leduff",0,0,0,0
"46","Coloring Book","2 Chainz","Anderson .Paak",0,0,0,0
"47","Coloring Book","2 Chainz","BJ the Chicago Kid",0,0,0,0
"48","Coloring Book","Anderson .Paak","BJ the Chicago Kid",0,0,0,0
"49","Paranoia: A True Story","Chris Brown","French Montana",0,0,0,0
"50","When It's Dark Out","Bebe Rexha","Big Sean",0,1,0,1
"51","When It's Dark Out","Bebe Rexha","Big Sean",0,1,0,1
"52","When It's Dark Out","Bebe Rexha","Chris Brown",0,0,0,0
"53","When It's Dark Out","Big Sean","Chris Brown",1,0,0,1
"54","When It's Dark Out","Big Sean","Chris Brown",1,0,0,1
"55","Nothing Was The Same","2 Chainz","Big Sean",0,1,0,1
"56","Nothing Was The Same","2 Chainz","Big Sean",0,1,0,1
"57","Nothing Was The Same","2 Chainz","Detail",0,0,0,0
"58","Nothing Was The Same","Big Sean","Detail",1,0,0,1
"59","Nothing Was The Same","Big Sean","Detail",1,0,0,1
"60","Sremmlife 2","BoBo Swae","Gucci Mane",0,0,0,0
"61","Sremmlife 2","BoBo Swae","Juicy J",0,0,0,0
"62","Sremmlife 2","Gucci Mane","Juicy J",0,0,0,0
"63","Droptopwop","2 Chainz","Offset",0,0,0,0
"64","HNDRXX","Chris Brown","Detail",0,0,0,0
"65","HNDRXX","Chris Brown","Nicki Minaj",0,0,0,0
"66","HNDRXX","Detail","Nicki Minaj",0,0,0,0
"67","FREE 6LACK","BANKS","T-Pain",0,0,0,0
"68","Pretty Girls Like Trap Music","Drake","Gucci Mane",1,0,0,1
"69","Pretty Girls Like Trap Music","Drake","Jhené Aiko",1,0,0,1
"70","Pretty Girls Like Trap Music","Gucci Mane","Jhené Aiko",0,0,0,0
"71","Perfect Timing","21 Savage","Gucci Mane",1,0,0,1
"72","Everybody Looking","Drake","Kanye West",1,0,0,1
"73","Everybody Looking","Drake","Young Thug",1,0,0,1
"74","Everybody Looking","Kanye West","Young Thug",0,0,0,0
"75","2014 Forest Hills Drive","J. Cole","!llmind",1,0,0,1
"76","2014 Forest Hills Drive","J. Cole","Phonix Beats",1,0,0,1
"77","2014 Forest Hills Drive","!llmind","Phonix Beats",0,0,0,0
"78","3001: A Laced Odyssey","Anthony Flammia","DIA",0,0,0,0
"79","The Perfect LUV Tape","Future","Offset",1,0,0,1
"80","The Perfect LUV Tape","Future","Playboi Carti",1,1,1,1
"81","The Perfect LUV Tape","Offset","Playboi Carti",0,1,0,1
"82","Islah","Jamie Foxx","Trey Songz",0,0,0,0
"83","Islah","Jamie Foxx","Ty Dolla $ign",0,0,0,0
"84","Islah","Trey Songz","Ty Dolla $ign",0,0,0,0
"85","If You're Reading This It's Too Late","Lil Wayne","PARTYNEXTDOOR",0,0,0,0
"86","If You're Reading This It's Too Late","Lil Wayne","Travis Scott",0,1,0,1
"87","If You're Reading This It's Too Late","Lil Wayne","Travis Scott",0,1,0,1
"88","If You're Reading This It's Too Late","PARTYNEXTDOOR","Travis Scott",0,1,0,1
"89","If You're Reading This It's Too Late","PARTYNEXTDOOR","Travis Scott",0,1,0,1
"90","The Life Of Pablo","Chance the Rapper","Chris Brown",0,0,0,0
"91","The Life Of Pablo","Chance the Rapper","Desiigner",0,0,0,0
"92","The Life Of Pablo","Chris Brown","Desiigner",0,0,0,0
"93","Big Baby D.R.A.M.","Erykah Badu","Lil Yachty",0,0,0,0
"94","Big Baby D.R.A.M.","Erykah Badu","Young Thug",0,0,0,0
"95","Big Baby D.R.A.M.","Lil Yachty","Young Thug",0,0,0,0
"96","Culture","2 Chainz","Gucci Mane",0,0,0,0
"97","The Storm","Ces Cru","Darrein Safron",0,0,0,0
"98","The Storm","Ces Cru","JL of B. Hood",0,0,0,0
"99","The Storm","Darrein Safron","JL of B. Hood",0,0,0,0
"100","Deadstar","Chief Keef","Juicy J",0,0,0,0
"101","The Divine Feminine","Anderson .Paak","Ariana Grande",0,0,0,0
"102","The Divine Feminine","Anderson .Paak","Bilal",0,0,0,0
"103","The Divine Feminine","Ariana Grande","Bilal",0,0,0,0
"104","Views","\u200bdvsn","Future",0,1,0,1
"105","Views","\u200bdvsn","Kyla",0,0,0,0
"106","Views","Future","Kyla",1,0,0,1
"107","The Bigger Artist","21 Savage","Chris Brown",1,0,0,1
"108","The Bigger Artist","21 Savage","Don Q",1,0,0,1
"109","The Bigger Artist","Chris Brown","Don Q",0,0,0,0
"110","The Waiting Room","India Shawn","Dimitri McDowell",0,0,0,0
"111","The Waiting Room","Taylor Hill","Dimitri McDowell",0,0,0,0
"112","The Waiting Room","Taylor Hill","India Shawn",0,0,0,0
"113","Birds In The Trap Sing McKnight","Young Thug &amp; Travis Scott","Travis Scott",1,0,0,1
"114","Birds In The Trap Sing McKnight","Young Thug &amp; Travis Scott","Travis Scott",1,0,0,1
"115","Stoney","Justin Bieber","2 Chainz",0,0,0,0
"116","Stoney","Kehlani","2 Chainz",0,0,0,0
"117","Stoney","Kehlani","Justin Bieber",0,0,0,0
"118","White Friday (CM9)","Big Sean","2 Chainz",0,1,0,1
"119","White Friday (CM9)","Big Sean","2 Chainz",0,1,0,1
"120","Major Key","August Alsina","2 Chainz",0,0,0,0
"121","Major Key","Betty Wright","2 Chainz",0,0,0,0
"122","Major Key","Betty Wright","August Alsina",0,0,0,0
"123","The Misadventures Of Fern & Marty","Chris Batson","Aha Gazelle",0,0,0,0
"124","Big Fish Theory","Juicy J","Damon Albarn",0,0,0,0
"125","Thinking Out Loud","Gucci Mane","2 Chainz",0,0,0,0
"126","The Return Of East Atlanta Santa","Travis Scott","Drake",1,1,1,1
"127","The Return Of East Atlanta Santa","Travis Scott","Drake",1,1,1,1
"128","Issa Album","CuBeatz","21 Savage",1,0,0,1
"129","Therapy Session","Marty","Andreas Moss",0,0,0,0
"130","I Still Am","Chris Brown","21 Savage",1,0,0,1
"131","I Still Am","French Montana","21 Savage",1,0,0,1
"132","I Still Am","French Montana","Chris Brown",0,0,0,0
"133","4eva Is A Mighty Long Time","CeeLo Green","Bilal",0,0,0,0
"134","Trap Or Die 3","Chris Brown","Bankroll Fresh",0,0,0,0
"135","Trap Or Die 3","French Montana","Bankroll Fresh",0,0,0,0
"136","Trap Or Die 3","French Montana","Chris Brown",0,0,0,0
"137","Lil Pump","Chief Keef","2 Chainz",0,0,0,0
"138","Lil Pump","Gucci Mane","2 Chainz",0,0,0,0
"139","Lil Pump","Gucci Mane","Chief Keef",0,0,0,0
"140","FUTURE","Kendrick Lamar","Drake",1,1,1,1
"141","FUTURE","Kendrick Lamar","Drake",1,1,1,1
"142","No Dope On Sundays","BJ the Chicago Kid","2 Chainz",0,0,0,0
"143","To Pimp A Butterfly","Kendrick Lamar","Genius",0,1,0,1
"144","To Pimp A Butterfly","Kendrick Lamar","Genius",0,1,0,1
"145","To Pimp A Butterfly","Screen Genius","Genius",0,0,0,0
"146","To Pimp A Butterfly","Screen Genius","Kendrick Lamar",1,0,0,1
"147","To Pimp A Butterfly","Screen Genius","Kendrick Lamar",1,0,0,1
"148","untitled unmastered.","Ali Shaheed Muhammad","Adrian Younge",0,0,0,0
"149","untitled unmastered.","Astronote","Adrian Younge",0,0,0,0
"150","untitled unmastered.","Astronote","Ali Shaheed Muhammad",0,0,0,0
"151","Catch These Vibes","Juicy J","24hrs",0,0,0,0
"152","Lil Uzi Vert Vs. The World","DJ Don Cannon","CuBeatz",0,0,0,0
"153","Lil Uzi Vert Vs. The World","Lyle Leduff","CuBeatz",0,0,0,0
"154","Lil Uzi Vert Vs. The World","Lyle Leduff","DJ Don Cannon",0,0,0,0
"155","Coloring Book","Anderson .Paak","2 Chainz",0,0,0,0
"156","Coloring Book","BJ the Chicago Kid","2 Chainz",0,0,0,0
"157","Coloring Book","BJ the Chicago Kid","Anderson .Paak",0,0,0,0
"158","Paranoia: A True Story","French Montana","Chris Brown",0,0,0,0
"159","When It's Dark Out","Big Sean","Bebe Rexha",0,1,0,1
"160","When It's Dark Out","Big Sean","Bebe Rexha",0,1,0,1
"161","When It's Dark Out","Chris Brown","Bebe Rexha",0,0,0,0
"162","When It's Dark Out","Chris Brown","Big Sean",1,0,0,1
"163","When It's Dark Out","Chris Brown","Big Sean",1,0,0,1
"164","Nothing Was The Same","Big Sean","2 Chainz",0,1,0,1
"165","Nothing Was The Same","Big Sean","2 Chainz",0,1,0,1
"166","Nothing Was The Same","Detail","2 Chainz",0,0,0,0
"167","Nothing Was The Same","Detail","Big Sean",1,0,0,1
"168","Nothing Was The Same","Detail","Big Sean",1,0,0,1
"169","Sremmlife 2","Gucci Mane","BoBo Swae",0,0,0,0
"170","Sremmlife 2","Juicy J","BoBo Swae",0,0,0,0
"171","Sremmlife 2","Juicy J","Gucci Mane",0,0,0,0
"172","Droptopwop","Offset","2 Chainz",0,0,0,0
"173","HNDRXX","Detail","Chris Brown",0,0,0,0
"174","HNDRXX","Nicki Minaj","Chris Brown",0,0,0,0
"175","HNDRXX","Nicki Minaj","Detail",0,0,0,0
"176","FREE 6LACK","T-Pain","BANKS",0,0,0,0
"177","Pretty Girls Like Trap Music","Gucci Mane","Drake",1,0,0,1
"178","Pretty Girls Like Trap Music","Jhené Aiko","Drake",1,0,0,1
"179","Pretty Girls Like Trap Music","Jhené Aiko","Gucci Mane",0,0,0,0
"180","Perfect Timing","Gucci Mane","21 Savage",1,0,0,1
"181","Everybody Looking","Kanye West","Drake",1,0,0,1
"182","Everybody Looking","Young Thug","Drake",1,0,0,1
"183","Everybody Looking","Young Thug","Kanye West",0,0,0,0
"184","2014 Forest Hills Drive","!llmind","J. Cole",1,0,0,1
"185","2014 Forest Hills Drive","Phonix Beats","J. Cole",1,0,0,1
"186","2014 Forest Hills Drive","Phonix Beats","!llmind",0,0,0,0
"187","3001: A Laced Odyssey","DIA","Anthony Flammia",0,0,0,0
"188","The Perfect LUV Tape","Offset","Future",1,0,0,1
"189","The Perfect LUV Tape","Playboi Carti","Future",1,1,1,1
"190","The Perfect LUV Tape","Playboi Carti","Offset",0,1,0,1
"191","Islah","Trey Songz","Jamie Foxx",0,0,0,0
"192","Islah","Ty Dolla $ign","Jamie Foxx",0,0,0,0
"193","Islah","Ty Dolla $ign","Trey Songz",0,0,0,0
"194","If You're Reading This It's Too Late","PARTYNEXTDOOR","Lil Wayne",0,0,0,0
"195","If You're Reading This It's Too Late","Travis Scott","Lil Wayne",0,1,0,1
"196","If You're Reading This It's Too Late","Travis Scott","Lil Wayne",0,1,0,1
"197","If You're Reading This It's Too Late","Travis Scott","PARTYNEXTDOOR",0,1,0,1
"198","If You're Reading This It's Too Late","Travis Scott","PARTYNEXTDOOR",0,1,0,1
"199","The Life Of Pablo","Chris Brown","Chance the Rapper",0,0,0,0
"200","The Life Of Pablo","Desiigner","Chance the Rapper",0,0,0,0
"201","The Life Of Pablo","Desiigner","Chris Brown",0,0,0,0
"202","Big Baby D.R.A.M.","Lil Yachty","Erykah Badu",0,0,0,0
"203","Big Baby D.R.A.M.","Young Thug","Erykah Badu",0,0,0,0
"204","Big Baby D.R.A.M.","Young Thug","Lil Yachty",0,0,0,0
"205","Culture","Gucci Mane","2 Chainz",0,0,0,0
"206","The Storm","Darrein Safron","Ces Cru",0,0,0,0
"207","The Storm","JL of B. Hood","Ces Cru",0,0,0,0
"208","The Storm","JL of B. Hood","Darrein Safron",0,0,0,0
"209","Deadstar","Juicy J","Chief Keef",0,0,0,0
"210","The Divine Feminine","Ariana Grande","Anderson .Paak",0,0,0,0
"211","The Divine Feminine","Bilal","Anderson .Paak",0,0,0,0
"212","The Divine Feminine","Bilal","Ariana Grande",0,0,0,0
"213","Views","Future","\u200bdvsn",0,1,0,1
"214","Views","Kyla","\u200bdvsn",0,0,0,0
"215","Views","Kyla","Future",1,0,0,1
"216","The Bigger Artist","Chris Brown","21 Savage",1,0,0,1
"217","The Bigger Artist","Don Q","21 Savage",1,0,0,1
"218","The Bigger Artist","Don Q","Chris Brown",0,0,0,0
