"","album","source","target","top.x","top.y","both_top","one_top"
"29","Big Fish Theory","A$AP Rocky","Damon Albarn",0,0,0,0
"30","Big Fish Theory","A$AP Rocky","Juicy J",0,0,0,0
"31","Big Fish Theory","Damon Albarn","Juicy J",0,0,0,0
"32","Twiztid Presents: Year of the Sword","Axe Murder Boyz","Gorilla Voltage",0,0,0,0
"33","Twiztid Presents: Year of the Sword","Axe Murder Boyz","House Of Krazees",0,0,0,0
"34","Twiztid Presents: Year of the Sword","Gorilla Voltage","House Of Krazees",0,0,0,0
"35","I Decided.","Eminem","Flint Chozen Choir",0,0,0,0
"36","I Decided.","Eminem","Jeremih",0,0,0,0
"37","I Decided.","Flint Chozen Choir","Jeremih",0,0,0,0
"38","All Eyez On Me","Big Syke","B-Legit",0,0,0,0
"39","All Eyez On Me","Big Syke","C-Bo",0,0,0,0
"40","All Eyez On Me","B-Legit","C-Bo",0,0,0,0
"41","Return Of The Cool","B. Hess","BJ the Chicago Kid",0,0,0,0
"42","Return Of The Cool","B. Hess","Dominic Gordon",0,0,0,0
"43","Return Of The Cool","BJ the Chicago Kid","Dominic Gordon",0,0,0,0
"44","Climate Change","Ape Drums","Austin Mahone",0,0,0,0
"45","Climate Change","Ape Drums","Enrique Iglesias",0,0,0,0
"46","Climate Change","Austin Mahone","Enrique Iglesias",0,0,0,0
"47","The Eminem Show","D12","Dina Rae",0,0,0,0
"48","The Eminem Show","D12","Dr.\xa0Dre",0,0,0,0
"49","The Eminem Show","Dina Rae","Dr.\xa0Dre",0,0,0,0
"50","Grateful","Asahd Tuck Khaled","Belly",0,0,0,0
"51","Grateful","Asahd Tuck Khaled","Betty Wright",0,0,0,0
"52","Grateful","Belly","Betty Wright",0,0,0,0
"53","Long Live Nut","Bigga Rankin","Boosie Badazz",0,0,0,0
"54","Long Live Nut","Bigga Rankin","Dreezy",0,0,0,0
"55","Long Live Nut","Boosie Badazz","Dreezy",0,0,0,0
"56","Thinking Out Loud","2 Chainz","DRAM",0,0,0,0
"57","Thinking Out Loud","2 Chainz","Gucci Mane",0,0,0,0
"58","Thinking Out Loud","DRAM","Gucci Mane",0,0,0,0
"59","The Return Of East Atlanta Santa","Bryson Tiller","Drake",0,1,0,1
"60","The Return Of East Atlanta Santa","Bryson Tiller","Travis Scott",0,1,0,1
"61","The Return Of East Atlanta Santa","Bryson Tiller","Travis Scott",0,1,0,1
"62","The Return Of East Atlanta Santa","Drake","Travis Scott",1,1,1,1
"63","The Return Of East Atlanta Santa","Drake","Travis Scott",1,1,1,1
"64","Revenge","Ski Mask The Slump God &amp; XXXTENTACION","XXXTENTACION",0,1,0,1
"65","Playboi Carti","A$AP Rocky","Leven Kali",0,0,0,0
"66","Playboi Carti","A$AP Rocky","Lil Uzi Vert",0,1,0,1
"67","Playboi Carti","Leven Kali","Lil Uzi Vert",0,1,0,1
"68","Issa Album","21 Savage","CuBeatz",1,0,0,1
"69","Issa Album","21 Savage","DJ Mustard",1,0,0,1
"70","Issa Album","CuBeatz","DJ Mustard",0,0,0,0
"71","Therapy Session","Andreas Moss","Marty",0,0,0,0
"72","I Still Am","21 Savage","Chris Brown",1,0,0,1
"73","I Still Am","21 Savage","French Montana",1,0,0,1
"74","I Still Am","Chris Brown","French Montana",0,0,0,0
"75","Beach House 3","Ty Dolla $ign","Ty Dolla $ign &amp; Lauren Jauregui",0,0,0,0
"76","4eva Is A Mighty Long Time","Bilal","Burniss Earl Travis II",0,0,0,0
"77","4eva Is A Mighty Long Time","Bilal","CeeLo Green",0,0,0,0
"78","4eva Is A Mighty Long Time","Burniss Earl Travis II","CeeLo Green",0,0,0,0
"79","Trap Or Die 3","Bankroll Fresh","Chris Brown",0,0,0,0
"80","Trap Or Die 3","Bankroll Fresh","French Montana",0,0,0,0
"81","Trap Or Die 3","Chris Brown","French Montana",0,0,0,0
"82","Lil Pump","2 Chainz","Chief Keef",0,0,0,0
"83","Lil Pump","2 Chainz","Gucci Mane",0,0,0,0
"84","Lil Pump","Chief Keef","Gucci Mane",0,0,0,0
"85","FUTURE","Drake","Kendrick Lamar",1,1,1,1
"86","FUTURE","Drake","Kendrick Lamar",1,1,1,1
"87","FUTURE","Drake","YG",1,0,0,1
"88","FUTURE","Kendrick Lamar","YG",1,0,0,1
"89","FUTURE","Kendrick Lamar","YG",1,0,0,1
"90","No Dope On Sundays","2 Chainz","BJ the Chicago Kid",0,0,0,0
"91","No Dope On Sundays","2 Chainz","Ernestine Johnson",0,0,0,0
"92","No Dope On Sundays","BJ the Chicago Kid","Ernestine Johnson",0,0,0,0
"93","To Pimp A Butterfly","Genius","Kendrick Lamar",0,1,0,1
"94","To Pimp A Butterfly","Genius","Kendrick Lamar",0,1,0,1
"95","To Pimp A Butterfly","Genius","Screen Genius",0,0,0,0
"96","To Pimp A Butterfly","Kendrick Lamar","Screen Genius",1,0,0,1
"97","To Pimp A Butterfly","Kendrick Lamar","Screen Genius",1,0,0,1
"98","untitled unmastered.","Adrian Younge","Ali Shaheed Muhammad",0,0,0,0
"99","untitled unmastered.","Adrian Younge","Astronote",0,0,0,0
"100","untitled unmastered.","Ali Shaheed Muhammad","Astronote",0,0,0,0
"101","Catch These Vibes","24hrs","A Boogie Wit Da Hoodie",0,0,0,0
"102","Catch These Vibes","24hrs","Juicy J",0,0,0,0
"103","Catch These Vibes","A Boogie Wit Da Hoodie","Juicy J",0,0,0,0
"104","Lil Uzi Vert Vs. The World","CuBeatz","DJ Don Cannon",0,0,0,0
"105","Lil Uzi Vert Vs. The World","CuBeatz","Lyle Leduff",0,0,0,0
"106","Lil Uzi Vert Vs. The World","DJ Don Cannon","Lyle Leduff",0,0,0,0
"107","Coloring Book","2 Chainz","Anderson .Paak",0,0,0,0
"108","Coloring Book","2 Chainz","BJ the Chicago Kid",0,0,0,0
"109","Coloring Book","Anderson .Paak","BJ the Chicago Kid",0,0,0,0
"110","Pink Season","Pink Guy","PinkOmega",0,0,0,0
"111","Paranoia: A True Story","Chris Brown","""Danna Stewart""",0,0,0,0
"112","Paranoia: A True Story","Chris Brown","French Montana",0,0,0,0
"113","Paranoia: A True Story","""Danna Stewart""","French Montana",0,0,0,0
"114","When It's Dark Out","Bebe Rexha","Big Sean",0,1,0,1
"115","When It's Dark Out","Bebe Rexha","Big Sean",0,1,0,1
"116","When It's Dark Out","Bebe Rexha","Chris Brown",0,0,0,0
"117","When It's Dark Out","Big Sean","Chris Brown",1,0,0,1
"118","When It's Dark Out","Big Sean","Chris Brown",1,0,0,1
"119","The Autobiography","Chief Keef","Joey Purp",0,0,0,0
"120","The Autobiography","Chief Keef","Pharrell Williams",0,0,0,0
"121","The Autobiography","Joey Purp","Pharrell Williams",0,0,0,0
"122","SHINE","Chris Brown","Davido",0,0,0,0
"123","SHINE","Chris Brown","Dua Lipa",0,0,0,0
"124","SHINE","Davido","Dua Lipa",0,0,0,0
"125","Nothing Was The Same","2 Chainz","Big Sean",0,1,0,1
"126","Nothing Was The Same","2 Chainz","Big Sean",0,1,0,1
"127","Nothing Was The Same","2 Chainz","Detail",0,0,0,0
"128","Nothing Was The Same","Big Sean","Detail",1,0,0,1
"129","Nothing Was The Same","Big Sean","Detail",1,0,0,1
"130","Last Call","Candice Freeman","Hitman Shawty",0,0,0,0
"131","Last Call","Candice Freeman","Kane (Rapper)",0,0,0,0
"132","Last Call","Hitman Shawty","Kane (Rapper)",0,0,0,0
"133","Sremmlife 2","BoBo Swae","Gucci Mane",0,0,0,0
"134","Sremmlife 2","BoBo Swae","Juicy J",0,0,0,0
"135","Sremmlife 2","Gucci Mane","Juicy J",0,0,0,0
"136","American Rebelution","Cymple Man","Hard Target",0,0,0,0
"137","American Rebelution","Cymple Man","Montgomery Gentry",0,0,0,0
"138","American Rebelution","Hard Target","Montgomery Gentry",0,0,0,0
"139","My Moment","DJ Mustard","Helluva Beats",0,0,0,0
"140","My Moment","DJ Mustard","Sonny Digital",0,0,0,0
"141","My Moment","Helluva Beats","Sonny Digital",0,0,0,0
"142","Droptopwop","2 Chainz","Offset",0,0,0,0
"143","Droptopwop","2 Chainz","Rick Ross",0,0,0,0
"144","Droptopwop","Offset","Rick Ross",0,0,0,0
"145","Project Baby Two","Jackboy","John Wicks",0,0,0,0
"146","Project Baby Two","Jackboy","Offset",0,0,0,0
"147","Project Baby Two","John Wicks","Offset",0,0,0,0
"148","HNDRXX","Chris Brown","Detail",0,0,0,0
"149","HNDRXX","Chris Brown","Nicki Minaj",0,0,0,0
"150","HNDRXX","Detail","Nicki Minaj",0,0,0,0
"151","FREE 6LACK","BANKS","T-Pain",0,0,0,0
"152","The World Is Yours","3 Glizzy","Kash Doll",0,0,0,0
"153","The World Is Yours","3 Glizzy","Ralo",0,0,0,0
"154","The World Is Yours","Kash Doll","Ralo",0,0,0,0
"155","AI YoungBoy","PeeWee Longway","Yo Gotti",0,0,0,0
"156","4 Your Eyez Only","Blvk","BLVK Cole",0,0,0,0
"157","4 Your Eyez Only","Blvk","Elite",0,0,0,0
"158","4 Your Eyez Only","Blvk","Boi-1da",0,0,0,0
"159","4 Your Eyez Only","BLVK Cole","Elite",0,0,0,0
"160","4 Your Eyez Only","BLVK Cole","Boi-1da",0,0,0,0
"161","4 Your Eyez Only","Elite","Boi-1da",0,0,0,0
"162","Pretty Girls Like Trap Music","Drake","Gucci Mane",1,0,0,1
"163","Pretty Girls Like Trap Music","Drake","Jhené Aiko",1,0,0,1
"164","Pretty Girls Like Trap Music","Gucci Mane","Jhené Aiko",0,0,0,0
"165","Luv Is Rage 2","Oh Wonder","Pharrell Williams",0,0,0,0
"166","Luv Is Rage 2","Oh Wonder","The Weeknd",0,0,0,0
"167","Luv Is Rage 2","Pharrell Williams","The Weeknd",0,0,0,0
"168","Perfect Timing","21 Savage","Belly",1,0,0,1
"169","Perfect Timing","21 Savage","Gucci Mane",1,0,0,1
"170","Perfect Timing","Belly","Gucci Mane",0,0,0,0
"171","Jungle Rules","Alkaline","Chinx",0,0,0,0
"172","Jungle Rules","Alkaline","Future",0,1,0,1
"173","Jungle Rules","Chinx","Future",0,1,0,1
"174","Everybody Looking","Drake","Kanye West",1,0,0,1
"175","Everybody Looking","Drake","Young Thug",1,0,0,1
"176","Everybody Looking","Kanye West","Young Thug",0,0,0,0
"177","Everybody","Alessia Cara","Ansel Elgort",0,0,0,0
"178","Everybody","Alessia Cara","Big Lenbo",0,0,0,0
"179","Everybody","Ansel Elgort","Big Lenbo",0,0,0,0
"180","Artist","D Stackz","PlugStudiosNYC",0,0,0,0
"181","Artist","D Stackz","Prod. by Plug Studios NYC",0,0,0,0
"182","Artist","PlugStudiosNYC","Prod. by Plug Studios NYC",0,0,0,0
"183","2014 Forest Hills Drive","J. Cole","!llmind",1,0,0,1
"184","2014 Forest Hills Drive","J. Cole","Phonix Beats",1,0,0,1
"185","2014 Forest Hills Drive","!llmind","Phonix Beats",0,0,0,0
"186","Neva Left","BADBADNOTGOOD","Snoop Dogg",0,0,0,0
"187","3001: A Laced Odyssey","Anthony Flammia","DIA",0,0,0,0
"188","The Perfect LUV Tape","Future","Offset",1,0,0,1
"189","The Perfect LUV Tape","Future","Playboi Carti",1,1,1,1
"190","The Perfect LUV Tape","Offset","Playboi Carti",0,1,0,1
"191","Islah","Jamie Foxx","Trey Songz",0,0,0,0
"192","Islah","Jamie Foxx","Ty Dolla $ign",0,0,0,0
"193","Islah","Trey Songz","Ty Dolla $ign",0,0,0,0
"194","If You're Reading This It's Too Late","Lil Wayne","PARTYNEXTDOOR",0,0,0,0
"195","If You're Reading This It's Too Late","Lil Wayne","Travis Scott",0,1,0,1
"196","If You're Reading This It's Too Late","Lil Wayne","Travis Scott",0,1,0,1
"197","If You're Reading This It's Too Late","PARTYNEXTDOOR","Travis Scott",0,1,0,1
"198","If You're Reading This It's Too Late","PARTYNEXTDOOR","Travis Scott",0,1,0,1
"199","Boomiverse","Adam Levine","Big Rube",0,0,0,0
"200","Boomiverse","Adam Levine","Curren$y",0,0,0,0
"201","Boomiverse","Big Rube","Curren$y",0,0,0,0
"202","Take Care","André 3000","Birdman",0,0,0,0
"203","Take Care","André 3000","Kendrick Lamar",0,1,0,1
"204","Take Care","André 3000","Kendrick Lamar",0,1,0,1
"205","Take Care","Birdman","Kendrick Lamar",0,1,0,1
"206","Take Care","Birdman","Kendrick Lamar",0,1,0,1
"207","The Chief","Janelle Monáe","Nana Kwabena",0,0,0,0
"208","The Chief","Janelle Monáe","Quavo",0,0,0,0
"209","The Chief","Nana Kwabena","Quavo",0,0,0,0
"210","SYRE","A$AP Rocky","Raury",0,0,0,0
"211","The Life Of Pablo","Chance the Rapper","Chris Brown",0,0,0,0
"212","The Life Of Pablo","Chance the Rapper","Desiigner",0,0,0,0
"213","The Life Of Pablo","Chris Brown","Desiigner",0,0,0,0
"214","Gelato","Lil Yachty","Migos",0,1,0,1
"215","Gelato","Lil Yachty","Wiz Khalifa",0,0,0,0
"216","Gelato","Migos","Wiz Khalifa",1,0,0,1
"217","GTTM: Goin Thru The Motions","A Boogie Wit Da Hoodie","Quavo",0,0,0,0
"218","GTTM: Goin Thru The Motions","A Boogie Wit Da Hoodie","Ty Dolla $ign",0,0,0,0
"219","GTTM: Goin Thru The Motions","Quavo","Ty Dolla $ign",0,0,0,0
"220","Run The Jewels 3","BOOTS","Danny Brown",0,0,0,0
"221","Run The Jewels 3","BOOTS","Joi",0,0,0,0
"222","Run The Jewels 3","Danny Brown","Joi",0,0,0,0
"223","Big Baby D.R.A.M.","Erykah Badu","Lil Yachty",0,0,0,0
"224","Big Baby D.R.A.M.","Erykah Badu","Young Thug",0,0,0,0
"225","Big Baby D.R.A.M.","Lil Yachty","Young Thug",0,0,0,0
"226","Mansionz","CyHi The Prynce","Dennis Rodman",0,0,0,0
"227","Mansionz","CyHi The Prynce","G-Eazy",0,0,0,0
"228","Mansionz","Dennis Rodman","G-Eazy",0,0,0,0
"229","Culture","2 Chainz","DJ Khaled",0,0,0,0
"230","Culture","2 Chainz","Gucci Mane",0,0,0,0
"231","Culture","DJ Khaled","Gucci Mane",0,0,0,0
"232","GEMINI","ABIR","Dan Caplen",0,0,0,0
"233","GEMINI","ABIR","Dave B",0,0,0,0
"234","GEMINI","Dan Caplen","Dave B",0,0,0,0
"235","Greatest Hits","2Pac","Thug Life",0,0,0,0
"236","The Storm","Ces Cru","Darrein Safron",0,0,0,0
"237","The Storm","Ces Cru","JL of B. Hood",0,0,0,0
"238","The Storm","Darrein Safron","JL of B. Hood",0,0,0,0
"239","Love Hope Faith","Brad Paisley","Charles Kelley",0,0,0,0
"240","Love Hope Faith","Brad Paisley","Granger Smith",0,0,0,0
"241","Love Hope Faith","Charles Kelley","Granger Smith",0,0,0,0
"242","Deadstar","Chief Keef","DRAM",0,0,0,0
"243","Deadstar","Chief Keef","Juicy J",0,0,0,0
"244","Deadstar","DRAM","Juicy J",0,0,0,0
"245","The Divine Feminine","Anderson .Paak","Ariana Grande",0,0,0,0
"246","The Divine Feminine","Anderson .Paak","Bilal",0,0,0,0
"247","The Divine Feminine","Ariana Grande","Bilal",0,0,0,0
"248","Rather You Than Me","Anthony Hamilton","Chris Rock",0,0,0,0
"249","Rather You Than Me","Anthony Hamilton","DeJ Loaf",0,0,0,0
"250","Rather You Than Me","Chris Rock","DeJ Loaf",0,0,0,0
"251","DROGAS Light","Bianca Sings","Big K.R.I.T.",0,0,0,0
"252","DROGAS Light","Bianca Sings","Gizzle",0,0,0,0
"253","DROGAS Light","Big K.R.I.T.","Gizzle",0,0,0,0
"254","Blue Chips 7000","Big Body Bes","Jah Tiger",0,0,0,0
"255","Blue Chips 7000","Big Body Bes","Meyhem Lauren",0,0,0,0
"256","Blue Chips 7000","Jah Tiger","Meyhem Lauren",0,0,0,0
"257","Packs","Black Boe","Chevy Woods",0,0,0,0
"258","Packs","Black Boe","French Montana",0,0,0,0
"259","Packs","Chevy Woods","French Montana",0,0,0,0
"260","Humble Beast","Bump J","Jeremih",0,0,0,0
"261","Humble Beast","Bump J","Lil Bibby",0,0,0,0
"262","Humble Beast","Jeremih","Lil Bibby",0,0,0,0
"263","Views","\u200bdvsn","Future",0,1,0,1
"264","Views","\u200bdvsn","Kyla",0,0,0,0
"265","Views","Future","Kyla",1,0,0,1
"266","Trial By Fire","Bones Owens","Joshua Hedley",0,0,0,0
"267","Trial By Fire","Bones Owens","Juicy J",0,0,0,0
"268","Trial By Fire","Joshua Hedley","Juicy J",0,0,0,0
"269","bloom","Machine Gun Kelly","Machine Gun Kelly &amp; Camila Cabello",0,0,0,0
"270","The Saga Continues","Chris Rivers","Hue Hef",0,0,0,0
"271","The Saga Continues","Chris Rivers","Kaba Hiawatha Kamene",0,0,0,0
"272","The Saga Continues","Hue Hef","Kaba Hiawatha Kamene",0,0,0,0
"273","A Love Letter To You 2","Bali Baby","Chris King",0,0,0,0
"274","A Love Letter To You 2","Bali Baby","Cydnee with a C",0,0,0,0
"275","A Love Letter To You 2","Chris King","Cydnee with a C",0,0,0,0
"276","Ransom 2","Mike WiLL Made-It","Young Thug",0,0,0,0
"277","Good For You","Charlie Wilson","Kehlani",0,0,0,0
"278","Good For You","Charlie Wilson","Nelly",0,0,0,0
"279","Good For You","Kehlani","Nelly",0,0,0,0
"280","Mr. Davis","Gucci Mane","Gucci Mane &amp; Nicki Minaj",0,0,0,0
"281","Curtain Call: The Hits","D12","Eminem",0,0,0,0
"282","Curtain Call: The Hits","D12","JAY-Z",0,0,0,0
"283","Curtain Call: The Hits","Eminem","JAY-Z",0,0,0,0
"284","Teenage Emotions","CL","Diplo",0,0,0,0
"285","Teenage Emotions","CL","Evander Griiim",0,0,0,0
"286","Teenage Emotions","Diplo","Evander Griiim",0,0,0,0
"287","All Things Work Together","1K Phew","Aha Gazelle",0,0,0,0
"288","All Things Work Together","1K Phew","Jawan Harris",0,0,0,0
"289","All Things Work Together","Aha Gazelle","Jawan Harris",0,0,0,0
"290","The Bigger Artist","21 Savage","Chris Brown",1,0,0,1
"291","The Bigger Artist","21 Savage","Don Q",1,0,0,1
"292","The Bigger Artist","Chris Brown","Don Q",0,0,0,0
"293","King Of Dixie","Jelly Roll","Robert James",0,0,0,0
"294","No Shame","Eric Tucker","Joey Tee",0,0,0,0
"295","No Shame","Eric Tucker","Michael Speaks",0,0,0,0
"296","No Shame","Joey Tee","Michael Speaks",0,0,0,0
"297","Painting Pictures","A Boogie Wit Da Hoodie","Bun B",0,0,0,0
"298","Painting Pictures","A Boogie Wit Da Hoodie","Future",0,1,0,1
"299","Painting Pictures","Bun B","Future",0,1,0,1
